ID,ratemo_1,ratemo_2,ratemo_3,ratemo_4,ratemo_5,ratemo_6,ratemo_7,ratemo_8,ratemo_9,ratemo_10,ratemo_11,ratemo_12,ratemo_13,ratemo_14,ratemo_15,ratemo_16,ratemo_17,ratemo_18,ratemo_19,ratemo_20,ratemo_21,ratemo_22,ratemo_23,ratemo_24,big5_1,big5_2,big5_3,big5_4,big5_5,big5_6,big5_7,big5_8,big5_9,big5_10,q_gender,GEN,q_age,ARE,q_MAR,q_CHI,crt_bat,crt_widget,crt_lake,crt_bat01,crt_bat_int,crt_widget01,crt_widget_int,crt_lake01,crt_lake_int,crt_correct,crt_intuitive,crt_1st,crt_2nd,crt_3rd,crt_sup
w2eaq62m,3,4,2,4,3,1,1,1,5,2,1,5,1,1,5,2,5,5,1,1,3,1,3,1,4,1,3,4,2,6,5,2,6,6,male,20s,28,Hokkaido,NotMarried,NoChild,10,100,24,0,Intuitive,0,Intuitive,0,Intuitive,0,3,4,3,1,4
s1u6mzue,2,3,4,4,2,2,4,2,4,2,4,4,2,5,2,4,3,2,2,4,4,4,2,1,2,4,2,1,6,1,6,5,5,3,female,60s,68,Tohoku,Married,Child,10,5,24,0,Intuitive,1,Correct,0,Intuitive,1,2,4,4,2,3
sl9x6ncg,1,4,2,2,2,1,2,4,5,3,2,4,1,3,5,2,4,4,2,2,2,2,4,2,3,5,5,5,3,3,5,4,2,5,female,40s,42,Hokkaido,Married,Child,10,100,47,0,Intuitive,0,Intuitive,1,Correct,1,2,1,1,1,2
pixvx1o5,4,3,3,4,2,3,3,3,3,2,3,3,2,3,2,3,3,3,3,3,3,3,3,3,4,4,4,5,4,4,4,4,4,4,male,40s,48,Hokkaido,Married,Child,10,5,5,0,Intuitive,1,Correct,0,Other,1,1,3,2,1,3
f68semoh,4,2,3,4,2,3,4,3,3,4,4,3,4,4,3,4,3,2,4,3,3,4,3,3,3,4,3,5,3,5,5,5,5,5,female,40s,42,Kyushu,NotMarried,NoChild,10,5,24,0,Intuitive,1,Correct,0,Intuitive,1,2,1,2,2,4
j72e8uml,2,5,3,2,4,1,3,4,3,3,4,2,1,4,4,2,1,3,3,2,2,3,4,3,2,1,4,6,1,7,7,5,6,7,male,40s,48,Kinki,Married,Child,10,20,24,0,Intuitive,0,Other,0,Intuitive,0,2,4,4,2,3
7b9lrfrh,4,3,4,4,4,4,5,3,3,3,4,4,3,4,2,2,3,3,3,3,3,2,3,4,5,2,4,5,6,4,6,3,4,2,male,40s,40,Shikoku,Married,NoChild,10,5,24,0,Intuitive,1,Correct,0,Intuitive,1,2,2,3,3,3
dq4x3eia,1,3,1,1,4,1,1,3,4,4,3,3,3,3,5,1,3,3,3,1,2,1,4,4,1,4,2,7,4,4,1,5,2,6,male,30s,32,Kanto,NotMarried,NoChild,10,5,6,0,Intuitive,1,Correct,0,Other,1,1,1,3,3,2
w8nw415v,4,4,2,4,2,1,3,1,5,2,4,2,2,4,2,5,4,4,2,3,1,2,3,1,2,2,1,5,4,3,3,6,4,4,female,40s,41,Kinki,Married,Child,5,5,14,1,Correct,1,Correct,0,Other,2,0,3,2,1,2
y9opo5rs,4,5,4,5,2,4,4,2,5,2,2,5,4,4,2,5,5,5,2,5,3,4,2,2,2,2,5,7,5,5,6,2,3,5,female,30s,36,Chugoku,Married,Child,10,5,47,0,Intuitive,1,Correct,1,Correct,2,1,1,1,1,1
l7laucwa,4,2,4,4,3,4,2,2,2,2,4,2,4,4,2,4,2,1,4,2,3,4,2,2,6,2,6,2,5,2,5,1,5,2,female,30s,31,Kyushu,Married,Child,10,5,47,0,Intuitive,1,Correct,1,Correct,2,1,3,1,1,4
1f25z0x4,5,3,3,5,1,4,3,1,3,1,1,4,1,5,1,5,5,3,1,5,3,3,1,1,3,5,7,7,3,7,7,5,4,1,male,40s,44,Kyushu,Married,NoChild,5,5,47,1,Correct,1,Correct,1,Correct,3,0,1,2,2,3
hehjmljw,4,4,4,4,2,4,3,2,3,2,4,4,2,4,2,4,3,4,2,4,3,3,2,2,2,1,3,4,3,6,6,3,6,4,male,30s,38,Kanto,Married,Child,5,100,47,1,Correct,0,Intuitive,1,Correct,2,1,3,3,2,2
2w0exawq,1,4,4,2,4,1,1,4,4,3,3,4,3,4,4,3,4,4,3,2,1,3,4,4,1,5,1,5,5,1,1,5,1,1,female,40s,45,Kanto,NotMarried,NoChild,5,5,47,1,Correct,1,Correct,1,Correct,3,0,1,1,1,4
ui60f0fv,2,4,2,1,5,1,4,4,5,3,3,3,2,2,5,2,2,4,2,3,3,3,5,4,2,2,2,4,5,3,3,4,3,5,female,40s,48,Kinki,NotMarried,NoChild,10,100,24,0,Intuitive,0,Intuitive,0,Intuitive,0,3,2,2,2,3
zzgsj2hu,2,3,3,3,4,2,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,5,3,4,4,5,5,7,female,30s,32,Kanto,Married,Child,10,5,47,0,Intuitive,1,Correct,1,Correct,2,1,1,2,3,2
b3ulkm80,4,3,3,3,2,3,4,2,3,1,3,4,2,5,3,4,3,4,2,3,3,2,3,2,4,4,5,3,4,5,5,4,5,4,female,50s,59,Kinki,Married,Child,10,20,24,0,Intuitive,0,Other,0,Intuitive,0,2,2,3,2,3
e16h1778,2,3,3,2,4,2,3,4,3,4,3,2,3,3,4,2,3,2,3,2,3,2,3,4,2,3,2,5,4,4,4,6,3,5,female,40s,47,Kanto,Married,Child,10,100,24,0,Intuitive,0,Intuitive,0,Intuitive,0,3,2,2,1,3
pm0r0e30,2,2,3,3,4,3,2,3,5,3,4,2,3,5,4,4,2,3,3,3,2,3,4,3,2,6,4,5,4,4,4,5,3,5,female,30s,34,Kinki,NotMarried,NoChild,10,100,6,0,Intuitive,0,Intuitive,0,Other,0,2,2,3,1,2
14sng52o,4,4,2,4,2,4,2,2,5,2,2,4,2,4,2,4,4,4,2,4,2,2,2,2,3,3,5,3,5,6,6,6,6,5,male,40s,49,Chubu,NotMarried,NoChild,10,5,47,0,Intuitive,1,Correct,1,Correct,2,1,3,2,4,3
o5ibzgtj,1,5,1,1,5,1,2,5,5,4,2,5,4,2,5,1,5,5,2,1,1,1,5,5,1,7,2,7,5,5,2,7,1,6,female,20s,27,Kinki,NotMarried,NoChild,10,100,24,0,Intuitive,0,Intuitive,0,Intuitive,0,3,3,4,3,3
b8mroj0g,1,4,2,4,2,2,2,2,3,2,2,4,2,4,3,3,4,4,2,4,3,3,3,2,4,5,5,3,5,4,5,4,5,3,male,30s,33,Kanto,NotMarried,NoChild,10,5,47,0,Intuitive,1,Correct,1,Correct,2,1,2,2,3,1
hi6ahyxx,3,2,3,4,2,4,4,2,3,1,4,4,3,4,2,4,3,2,3,3,4,3,2,1,2,2,3,2,5,3,4,4,5,3,female,40s,46,Kanto,Married,NoChild,10,5,47,0,Intuitive,1,Correct,1,Correct,2,1,3,2,2,3
4f42quey,3,1,4,3,4,1,2,3,3,2,4,2,3,4,5,3,2,3,3,1,3,3,5,3,2,2,1,5,5,6,4,6,5,4,male,40s,43,Kinki,NotMarried,NoChild,5,5,47,1,Correct,1,Correct,1,Correct,3,0,4,1,1,4
kp6yx3lr,3,5,1,4,2,4,2,1,5,1,1,5,1,5,2,5,5,5,2,5,2,1,3,1,6,1,5,1,6,4,5,3,6,4,male,40s,44,Kanto,NotMarried,NoChild,10,5,47,0,Intuitive,1,Correct,1,Correct,2,1,2,1,1,1
g7gt87bc,5,3,3,4,3,1,3,1,3,3,4,3,3,4,3,3,3,3,3,1,3,2,5,4,4,1,4,5,5,4,1,5,3,6,male,50s,50,Kinki,Married,Child,10,5,24,0,Intuitive,1,Correct,0,Intuitive,1,2,1,1,1,4
ot88z5by,2,2,3,2,3,2,3,2,2,2,3,2,2,4,3,4,2,4,2,4,4,4,3,1,1,3,2,3,4,4,4,4,4,4,female,30s,37,Kanto,NotMarried,NoChild,10,30,14,0,Intuitive,0,Other,0,Other,0,1,3,3,2,3
ebxuysuv,4,4,2,4,2,4,2,1,2,2,4,5,2,4,2,4,4,3,2,4,2,3,2,2,5,3,3,3,5,3,4,3,6,3,male,60s,65,Kinki,Married,Child,10,5,47,0,Intuitive,1,Correct,1,Correct,2,1,3,2,1,1
4tfbbtyu,4,4,3,4,3,3,4,2,4,2,3,3,4,4,3,4,3,4,2,3,2,2,3,3,5,3,5,6,6,5,7,4,4,3,male,50s,51,Kanto,Married,NoChild,5,5,47,1,Correct,1,Correct,1,Correct,3,0,3,4,2,4
oqgplu5k,4,3,3,4,2,4,3,2,3,1,4,3,3,4,2,5,3,3,3,4,2,2,2,1,4,4,4,5,6,4,5,3,5,5,male,60s,62,Kinki,Married,Child,10,5,47,0,Intuitive,1,Correct,1,Correct,2,1,1,3,2,3
rhj3kfgn,3,5,2,4,3,4,3,4,4,2,4,4,2,3,3,4,4,5,3,4,1,1,2,2,2,4,4,6,3,6,4,5,4,6,female,40s,42,Chugoku,Married,Child,10,1,47,0,Intuitive,0,Other,1,Correct,1,1,3,3,2,3
3hr2zsbj,4,3,3,4,2,3,4,2,2,2,3,4,3,5,2,3,3,3,3,3,2,3,2,3,5,4,6,3,4,2,5,2,2,3,female,40s,40,Tohoku,NotMarried,NoChild,10,100,24,0,Intuitive,0,Intuitive,0,Intuitive,0,3,1,3,2,2
yu44fung,4,4,3,4,2,3,4,3,2,3,4,4,3,5,3,4,3,4,2,3,3,3,3,3,4,2,5,5,4,5,5,6,5,4,female,30s,36,Chugoku,Married,Child,5,5,47,1,Correct,1,Correct,1,Correct,3,0,3,3,3,3
3wqisoza,2,4,3,1,5,3,2,4,5,4,4,2,4,2,4,4,5,3,3,2,2,2,4,4,1,4,4,6,3,3,5,5,3,6,female,60s,61,Chubu,Married,Child,10,5,10,0,Intuitive,1,Correct,0,Other,1,1,3,3,2,4
bnfquztp,2,3,2,3,4,3,3,3,4,3,3,3,2,3,4,2,3,3,4,4,3,3,3,4,2,2,2,6,5,7,7,7,3,6,female,40s,44,Kyushu,Married,Child,10,20,96,0,Intuitive,0,Other,0,Other,0,1,1,1,1,1
kz0wi4ul,3,3,4,4,2,3,4,2,2,2,4,3,3,3,3,3,3,3,3,3,3,3,4,2,1,5,5,5,5,5,4,5,4,3,female,40s,48,Kanto,Married,NoChild,10,100,24,0,Intuitive,0,Intuitive,0,Intuitive,0,3,4,4,3,4
me8td6zs,2,4,2,3,4,2,3,3,5,2,3,5,2,3,4,4,5,4,3,3,2,2,5,4,1,4,3,6,5,7,7,6,3,6,female,40s,46,Kyushu,Married,NoChild,5,5,47,1,Correct,1,Correct,1,Correct,3,0,2,4,4,1
c1n09gp2,4,4,1,5,2,4,1,1,5,1,2,5,1,4,2,4,5,5,1,4,1,1,2,1,1,6,2,6,2,7,3,3,3,2,male,50s,51,Kinki,NotMarried,NoChild,10,5,47,0,Intuitive,1,Correct,1,Correct,2,1,4,3,2,1
xb5qeyxj,4,4,3,4,2,4,2,2,4,2,2,4,2,4,2,4,4,4,2,4,2,2,2,2,2,2,4,6,5,6,5,3,6,5,male,30s,35,Kanto,NotMarried,NoChild,10,100,24,0,Intuitive,0,Intuitive,0,Intuitive,0,3,3,3,2,3
agb358gv,2,1,4,4,3,5,3,2,1,1,1,2,5,1,4,5,5,1,2,2,3,3,2,1,2,2,4,4,5,4,4,4,4,3,male,40s,43,Kanto,NotMarried,NoChild,10,5,24,0,Intuitive,1,Correct,0,Intuitive,1,2,4,3,1,2
q48sdlcz,2,4,2,3,4,2,2,3,5,3,2,4,2,3,4,3,4,5,2,3,2,2,4,4,2,2,4,7,3,6,4,5,3,4,male,30s,32,Kinki,NotMarried,NoChild,5,5,47,1,Correct,1,Correct,1,Correct,3,0,2,2,2,1
htye2xeg,4,3,5,3,3,2,4,3,2,2,4,5,4,4,4,4,3,3,4,2,4,4,3,5,4,5,4,4,6,5,5,5,4,2,female,30s,34,Kinki,NotMarried,NoChild,10,100,47,0,Intuitive,0,Intuitive,1,Correct,1,2,3,4,2,3
lmysotsv,3,5,3,3,3,4,3,1,5,3,3,2,1,3,3,1,5,4,1,2,1,3,3,5,5,6,7,7,4,2,5,5,2,4,female,20s,28,Kanto,NotMarried,NoChild,10,100,24,0,Intuitive,0,Intuitive,0,Intuitive,0,3,1,2,2,3
7n1ykgu3,4,3,3,4,4,2,3,4,4,3,2,3,3,4,5,4,2,5,3,3,4,2,3,4,5,3,5,3,4,6,5,3,6,4,male,30s,36,Kyushu,NotMarried,NoChild,10,5,47,0,Intuitive,1,Correct,1,Correct,2,1,3,3,2,2
oltkeaa3,5,4,5,5,3,4,4,1,1,1,5,5,1,4,1,5,5,4,1,4,1,1,1,1,7,4,6,1,7,7,7,2,7,1,male,30s,39,Kanto,Married,Child,5,100,100,1,Correct,0,Intuitive,0,Other,1,1,4,3,3,4
74lww3un,5,1,5,5,1,3,5,1,1,1,5,1,5,5,1,5,1,1,5,5,5,5,1,1,7,1,7,1,7,1,7,1,7,1,male,20s,25,Kanto,NotMarried,NoChild,5,5,47,1,Correct,1,Correct,1,Correct,3,0,4,4,4,4
ljysz7v5,3,3,2,4,2,3,4,2,2,2,4,2,3,4,2,4,2,3,4,3,2,3,3,2,3,3,4,6,6,5,4,2,3,5,male,50s,57,Chugoku,Married,Child,10,100,24,0,Intuitive,0,Intuitive,0,Intuitive,0,3,3,2,3,2
gsq9vo23,4,4,3,4,3,3,1,2,5,3,2,3,1,4,3,3,4,4,1,3,3,1,3,3,3,4,3,5,5,5,5,5,5,5,male,50s,50,Kyushu,NotMarried,NoChild,10,100,50,0,Intuitive,0,Intuitive,0,Other,0,2,2,2,3,1
hvt6u56m,3,5,1,4,2,3,2,2,4,2,2,4,2,4,3,3,4,4,2,3,4,2,2,2,2,5,2,2,2,4,4,5,5,5,male,40s,40,Kanto,Married,Child,10,5,47,0,Intuitive,1,Correct,1,Correct,2,1,1,3,3,1
kan97r7p,2,5,1,3,3,4,1,2,5,2,1,5,1,4,4,3,5,5,1,4,5,1,3,3,1,2,3,6,3,6,4,4,5,7,male,40s,43,Kyushu,NotMarried,NoChild,5,5,47,1,Correct,1,Correct,1,Correct,3,0,2,1,2,2
3n74w2nr,1,4,4,1,5,1,2,1,4,4,4,1,2,5,5,1,2,2,4,1,2,4,5,5,2,1,1,7,2,5,5,6,2,5,female,30s,32,Kyushu,NotMarried,NoChild,10,100,24,0,Intuitive,0,Intuitive,0,Intuitive,0,3,4,4,2,4
8raws9t3,3,3,3,4,3,4,3,2,4,2,4,2,2,4,2,4,2,4,3,2,5,2,2,1,5,2,3,5,4,3,6,4,4,5,male,30s,36,Kanto,Married,NoChild,10,100,96,0,Intuitive,0,Intuitive,0,Other,0,2,1,1,1,1
pk7jflh1,2,3,2,4,2,4,3,2,2,3,2,2,3,2,2,4,4,2,3,4,2,2,2,3,1,2,4,5,4,6,5,3,6,4,male,30s,36,Kyushu,NotMarried,NoChild,10,5,47,0,Intuitive,1,Correct,1,Correct,2,1,2,2,3,2
onm5zknb,5,2,4,5,2,2,5,2,2,3,4,3,4,4,3,2,3,3,3,3,2,3,2,3,6,6,6,6,5,6,6,5,4,3,male,50s,51,Chubu,NotMarried,NoChild,10,5,47,0,Intuitive,1,Correct,1,Correct,2,1,1,3,1,3
vpg0mlla,3,4,3,4,2,3,3,2,3,3,3,4,2,4,3,4,4,4,2,3,2,2,3,2,2,2,2,3,3,5,4,5,4,5,female,30s,35,Kanto,Married,Child,10,20,3,0,Intuitive,0,Other,0,Other,0,1,1,2,1,1
mli03wha,3,3,3,3,1,1,1,1,3,3,3,3,2,3,5,3,1,3,2,4,1,3,3,2,4,4,4,4,3,7,4,7,1,7,male,30s,39,Shikoku,NotMarried,NoChild,5,5,1,1,Correct,1,Correct,0,Other,2,0,2,2,2,1
abx4n8sr,5,3,4,5,2,4,3,1,2,1,4,4,2,5,1,5,4,4,1,4,3,3,2,1,4,2,7,6,7,5,6,2,6,1,male,20s,28,Kinki,NotMarried,NoChild,10,20,24,0,Intuitive,0,Other,0,Intuitive,0,2,1,1,1,1
owzlukh6,4,3,3,4,2,1,4,2,5,5,3,4,2,4,4,2,3,4,3,2,2,2,4,5,1,2,1,7,1,6,7,7,4,7,female,30s,36,Chubu,NotMarried,NoChild,10,500,12,0,Intuitive,0,Other,0,Other,0,1,4,3,2,3
f7lidq9y,4,4,2,4,2,4,4,2,3,2,3,2,3,4,2,4,3,3,3,4,3,3,3,2,4,4,6,7,5,5,5,5,4,4,male,30s,32,Kinki,NotMarried,NoChild,10,5,24,0,Intuitive,1,Correct,0,Intuitive,1,2,3,3,1,2
8hd3eqh6,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,2,4,3,1,2,2,2,4,1,6,2,5,3,5,3,5,2,6,female,30s,31,Kanto,NotMarried,NoChild,10,5,47,0,Intuitive,1,Correct,1,Correct,2,1,1,1,1,1
ow2qb220,2,3,3,3,2,1,5,5,1,5,5,1,5,5,1,1,1,1,5,1,5,5,1,5,4,4,4,1,1,1,3,4,4,1,male,20s,26,Kanto,NotMarried,NoChild,10,100,24,0,Intuitive,0,Intuitive,0,Intuitive,0,3,2,2,2,2
lsibwq0y,2,5,3,4,2,2,4,2,4,2,3,1,3,4,2,4,2,2,2,3,3,3,2,2,1,4,1,3,5,3,6,7,1,5,male,50s,52,Kyushu,NotMarried,NoChild,10,5,47,0,Intuitive,1,Correct,1,Correct,2,1,1,3,1,4
ulq01rjz,3,4,1,5,2,1,1,2,5,2,2,4,2,4,4,4,4,4,2,3,1,1,3,3,2,4,3,6,5,7,4,4,4,4,male,40s,43,Kanto,NotMarried,NoChild,10,5,47,0,Intuitive,1,Correct,1,Correct,2,1,1,3,3,1
nibi72xp,2,3,4,3,5,1,3,2,2,3,4,5,3,4,5,2,3,3,4,4,3,4,4,3,1,5,4,6,3,6,3,6,6,7,male,30s,35,Kyushu,NotMarried,NoChild,5,5,47,1,Correct,1,Correct,1,Correct,3,0,1,1,1,1
xfl3epip,4,4,4,4,2,1,4,2,2,2,4,2,2,3,4,2,3,2,3,2,3,4,4,4,3,1,3,6,2,6,5,5,6,6,male,30s,34,Kinki,NotMarried,NoChild,5,5,47,1,Correct,1,Correct,1,Correct,3,0,3,2,1,3
6hkp984b,4,2,3,4,1,3,2,3,4,4,1,2,3,2,3,2,4,4,4,2,4,4,2,4,5,4,3,6,5,4,5,5,4,6,male,30s,33,Kanto,NotMarried,NoChild,10,5,20,0,Intuitive,1,Correct,0,Other,1,1,1,2,2,4
7yr830cg,5,4,4,5,2,2,3,2,4,2,2,4,2,5,2,5,4,4,2,4,1,2,2,2,5,2,5,6,4,5,7,1,3,3,male,30s,39,Kinki,Married,Child,10,5,24,0,Intuitive,1,Correct,0,Intuitive,1,2,3,3,1,3
c9u85owy,3,2,3,4,3,3,2,2,2,2,4,2,3,4,3,4,3,4,2,3,2,2,3,2,3,5,4,5,3,4,4,5,3,7,female,40s,41,Chubu,Married,Child,5,5,47,1,Correct,1,Correct,1,Correct,3,0,3,3,3,3
2nur3zdl,4,3,4,2,4,2,4,3,3,2,4,4,3,5,3,3,3,3,3,2,3,2,2,2,2,2,3,5,4,5,3,5,3,3,female,40s,45,Chubu,Married,Child,10,5,10,0,Intuitive,1,Correct,0,Other,1,1,3,2,3,4
ftxnhqko,4,2,4,4,2,4,4,2,2,2,4,4,3,4,2,4,5,4,3,4,4,3,2,2,5,3,4,5,5,3,5,3,3,3,male,60s,66,Kanto,Married,Child,10,5,47,0,Intuitive,1,Correct,1,Correct,2,1,4,1,1,3
mzj5vrwr,4,4,2,4,2,4,1,2,5,2,2,5,2,4,2,4,4,5,2,4,2,2,2,2,2,2,2,5,3,6,3,6,6,5,male,30s,34,Tohoku,NotMarried,NoChild,205,5,47,0,Other,1,Correct,1,Correct,2,0,4,1,3,1
uv14yemv,4,2,4,4,3,3,4,3,2,3,4,3,3,4,3,4,3,3,3,3,3,3,3,2,4,6,3,4,5,4,5,5,4,3,male,50s,53,Kinki,NotMarried,NoChild,10,5,47,0,Intuitive,1,Correct,1,Correct,2,1,3,3,2,3
sjyaaekr,3,3,4,4,2,2,4,2,2,3,4,5,4,4,4,4,2,4,4,4,4,4,4,4,6,2,6,2,5,3,5,3,5,2,male,40s,44,Chubu,NotMarried,NoChild,10,1,24,0,Intuitive,0,Other,0,Intuitive,0,2,3,3,1,3
uylz5egr,4,3,3,4,3,3,3,3,4,3,3,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,4,5,5,4,4,3,4,4,female,40s,44,Kanto,Married,NoChild,5,5,47,1,Correct,1,Correct,1,Correct,3,0,3,3,3,3
dkk6ueql,2,3,3,4,2,4,4,2,2,2,4,2,4,4,2,3,4,4,4,2,3,3,3,2,3,5,5,2,6,6,6,3,5,2,male,40s,45,Kanto,Married,Child,10,100,10,0,Intuitive,0,Intuitive,0,Other,0,2,3,3,2,2
l29v0agl,2,3,4,3,3,2,4,2,2,4,3,3,4,3,3,4,3,3,3,3,3,3,4,4,1,5,3,5,4,4,5,2,2,4,female,30s,33,Chubu,NotMarried,NoChild,10,5,47,0,Intuitive,1,Correct,1,Correct,2,1,3,3,1,1
0h7jvxo2,2,2,5,4,3,1,4,2,2,4,2,3,4,3,2,3,3,4,4,2,3,4,4,4,2,1,3,4,6,5,3,6,4,4,male,40s,43,Kanto,NotMarried,NoChild,10,5,47,0,Intuitive,1,Correct,1,Correct,2,1,1,2,1,1
ixj91itr,3,4,4,3,2,3,2,1,5,2,3,4,3,3,4,3,3,4,2,2,2,2,4,2,3,4,5,6,4,3,4,1,3,5,male,40s,48,Shikoku,NotMarried,NoChild,5,5,47,1,Correct,1,Correct,1,Correct,3,0,1,2,1,3
o896v3u5,4,5,1,4,2,3,2,2,5,2,1,4,1,4,2,4,4,3,2,4,1,2,2,2,3,2,4,4,5,5,5,2,6,4,male,30s,36,Chubu,NotMarried,NoChild,5,5,47,1,Correct,1,Correct,1,Correct,3,0,2,1,1,1
avdra9le,3,2,3,2,4,2,1,5,3,2,3,2,4,3,3,2,4,3,4,2,2,3,4,4,2,3,5,3,3,6,4,2,4,5,female,40s,43,Kinki,NotMarried,NoChild,5,1,47,1,Correct,0,Other,1,Correct,2,0,1,2,3,2
kmh16v9e,5,1,5,5,1,5,5,1,5,1,5,3,1,5,1,5,3,4,3,5,2,2,1,5,6,1,1,1,7,1,5,3,6,4,male,30s,39,Kinki,NotMarried,NoChild,10,5,47,0,Intuitive,1,Correct,1,Correct,2,1,4,1,3,4
ywr25r3z,4,4,2,4,2,5,3,2,4,1,3,4,2,5,3,5,3,4,2,4,3,2,2,1,3,4,4,2,6,3,6,4,5,3,male,10s,18,Kanto,NotMarried,NoChild,10,500,47,0,Intuitive,0,Other,1,Correct,1,1,3,3,3,4
246no5xz,2,3,1,2,3,3,2,3,3,2,2,3,2,2,3,3,2,2,4,2,2,1,2,2,2,2,2,3,3,3,4,1,2,2,male,20s,25,Kanto,NotMarried,NoChild,10,20,24,0,Intuitive,0,Other,0,Intuitive,0,2,2,2,3,2
ulbgkmbn,3,3,2,3,2,3,3,3,2,2,2,3,3,4,2,3,4,3,3,2,3,3,2,3,4,2,3,4,5,4,3,3,4,4,female,20s,22,Hokkaido,NotMarried,Child,10,100,24,0,Intuitive,0,Intuitive,0,Intuitive,0,3,2,2,3,1
8cxrect0,4,4,2,4,2,3,4,2,4,2,4,2,3,4,3,4,2,3,2,3,2,2,3,2,3,3,5,5,5,5,5,2,5,5,male,30s,37,Kinki,NotMarried,NoChild,10,5,24,0,Intuitive,1,Correct,0,Intuitive,1,2,2,1,1,2
c8uzf77p,1,1,3,1,5,1,3,3,3,1,3,5,3,5,5,1,3,3,3,3,3,3,5,2,4,4,1,1,4,4,7,1,6,3,male,40s,46,Chugoku,NotMarried,NoChild,10,100,47,0,Intuitive,0,Intuitive,1,Correct,1,2,4,4,1,1
gt482fy9,4,3,3,3,3,4,3,2,3,3,4,3,3,4,3,4,2,3,3,4,3,3,3,3,4,4,4,6,5,3,5,4,5,2,male,50s,58,Kanto,NotMarried,NoChild,10,100,64,0,Intuitive,0,Intuitive,0,Other,0,2,3,3,3,3
a0sd0elq,3,3,2,3,4,1,3,3,2,1,4,2,3,5,3,4,2,2,3,4,4,3,3,2,3,4,2,5,5,4,5,5,3,5,male,40s,48,Kanto,Married,Child,5,100,24,1,Correct,0,Intuitive,0,Intuitive,1,2,2,2,1,1
onct8ieu,4,1,4,4,2,3,4,2,3,2,4,2,3,4,2,3,2,2,4,3,3,3,2,2,5,4,4,3,5,3,6,3,5,3,female,50s,54,Chubu,Married,Child,10,100,47,0,Intuitive,0,Intuitive,1,Correct,1,2,3,3,2,4
kqa0xm1y,5,1,3,5,1,2,5,1,1,1,5,1,5,5,1,5,1,3,3,3,1,3,1,1,7,7,1,7,4,1,1,7,2,5,male,50s,53,Chubu,Married,Child,5,5,47,1,Correct,1,Correct,1,Correct,3,0,4,4,4,4
a0ae03s1,3,4,4,3,3,2,5,4,3,4,5,5,4,4,2,4,4,3,4,2,3,4,4,4,3,1,6,4,2,5,6,3,6,4,female,50s,59,Tohoku,Married,NoChild,10,100,24,0,Intuitive,0,Intuitive,0,Intuitive,0,3,2,3,1,2
zc0hrrdl,3,3,4,4,3,4,4,2,3,1,3,3,3,5,3,5,3,3,3,5,3,3,2,1,4,4,4,6,7,4,4,5,4,4,female,20s,29,Kanto,NotMarried,NoChild,10,100,24,0,Intuitive,0,Intuitive,0,Intuitive,0,3,3,3,2,4
c3n4od9f,3,3,2,3,3,3,3,3,3,2,4,3,3,4,3,4,3,3,4,3,3,3,3,3,5,4,4,4,5,4,4,4,4,4,male,40s,49,Kinki,NotMarried,NoChild,10,5,96,0,Intuitive,1,Correct,0,Other,1,1,3,3,3,3
5z9tdgrh,4,2,3,3,2,3,4,2,2,2,4,3,3,5,3,4,3,4,3,4,2,3,3,2,3,4,2,6,5,3,6,6,3,4,male,40s,44,Kanto,Married,NoChild,10,100,24,0,Intuitive,0,Intuitive,0,Intuitive,0,3,3,1,2,3
iq2lsp1k,5,2,3,4,1,5,4,1,4,1,3,5,3,4,1,5,5,5,2,4,2,2,1,1,5,1,6,1,3,1,7,2,4,2,male,50s,50,Kanto,Married,Child,5,5,47,1,Correct,1,Correct,1,Correct,3,0,1,4,1,1
v47geh1x,4,4,2,4,3,5,2,3,5,2,2,4,1,4,2,4,4,4,1,4,3,2,2,2,5,5,4,6,5,1,4,5,4,5,female,40s,43,Chubu,Married,Child,10,100,24,0,Intuitive,0,Intuitive,0,Intuitive,0,3,1,1,1,1
o9eh1rq4,3,4,4,3,3,1,4,3,3,3,3,3,3,4,4,3,3,4,3,2,2,2,4,3,,,,,,,,,,,,,,,,,10,100,24,0,Intuitive,0,Intuitive,0,Intuitive,0,3,3,3,1,3
vmyb36t0,4,3,3,4,2,3,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,4,5,5,5,5,5,3,4,male,40s,42,Chubu,Married,Child,5,5,47,1,Correct,1,Correct,1,Correct,3,0,1,3,2,4
rv4tzedr,3,3,2,3,2,2,1,4,3,3,3,2,3,3,2,4,4,3,2,4,4,4,2,3,2,3,4,6,4,6,4,6,4,6,female,40s,42,Kanto,NotMarried,NoChild,10,100,24,0,Intuitive,0,Intuitive,0,Intuitive,0,3,2,3,3,3
unhfn4q2,4,3,3,4,2,3,4,2,5,2,2,5,2,3,4,3,4,3,4,1,2,2,3,4,2,3,5,5,4,6,6,5,4,7,female,20s,28,Kyushu,NotMarried,NoChild,10,4,47,0,Intuitive,0,Other,1,Correct,1,1,1,3,3,2
